,len_original,ip_id,total_length,fragment_offset,tcp_seq_no,tcp_ack_no,tcp_data_off,tcp_window
622,122.0,26976.0,88.0,64.0,28364160.0,1220268400.0,5.0,255.0
623,60.0,3844.0,20.0,64.0,1220268400.0,28364228.0,5.0,1460.0
624,60.0,3845.0,20.0,64.0,1220268400.0,28364228.0,5.0,1460.0
625,66.0,0.0,32.0,64.0,1224895700.0,1186235600.0,8.0,5840.0
626,66.0,0.0,32.0,64.0,1224895700.0,1186235600.0,8.0,5840.0
627,54.0,36267.0,20.0,64.0,1186235600.0,1224895700.0,5.0,255.0
628,122.0,36268.0,88.0,64.0,1186235600.0,1224895700.0,5.0,255.0
629,60.0,45738.0,20.0,64.0,1224895700.0,1186235800.0,5.0,1460.0
630,60.0,45739.0,20.0,64.0,1224895700.0,1186235800.0,5.0,1460.0
631,66.0,24944.0,32.0,64.0,255885890.0,410071400.0,8.0,64000.0
632,66.0,24944.0,32.0,64.0,255885890.0,410071400.0,8.0,64000.0
633,54.0,13591.0,20.0,64.0,410071400.0,255885890.0,5.0,1026.0
634,97.0,13592.0,63.0,64.0,410071400.0,255885890.0,5.0,1026.0
635,73.0,24945.0,39.0,64.0,255885890.0,410071460.0,5.0,63957.0
636,54.0,13593.0,20.0,64.0,410071460.0,255885900.0,5.0,1026.0
637,259.0,13594.0,225.0,64.0,410071460.0,255885900.0,5.0,1026.0
638,896.0,24946.0,862.0,64.0,255885900.0,410071650.0,5.0,63752.0
639,54.0,13595.0,20.0,64.0,410071650.0,255886740.0,5.0,1023.0
640,380.0,13596.0,346.0,64.0,410071650.0,255886740.0,5.0,1023.0
641,113.0,24947.0,79.0,64.0,255886740.0,410071970.0,5.0,63426.0
642,54.0,13597.0,20.0,64.0,410071970.0,255886800.0,5.0,1022.0
643,139.0,13598.0,105.0,64.0,410071970.0,255886800.0,5.0,1022.0
644,347.0,24948.0,313.0,64.0,255886800.0,410072060.0,5.0,63341.0
645,715.0,13599.0,681.0,64.0,410072060.0,255887090.0,5.0,1021.0
646,60.0,24949.0,20.0,64.0,255887090.0,410072740.0,5.0,62680.0
647,91.0,24950.0,57.0,64.0,255887090.0,410072740.0,5.0,62680.0
648,54.0,13600.0,20.0,64.0,410072740.0,255887140.0,5.0,0.0
649,66.0,0.0,32.0,64.0,1223105000.0,3941164000.0,8.0,5840.0
650,66.0,0.0,32.0,64.0,1223105000.0,3941164000.0,8.0,5840.0
651,54.0,63267.0,20.0,64.0,3941164000.0,1223105000.0,5.0,1026.0
652,530.0,63268.0,496.0,64.0,3941164000.0,1223105000.0,5.0,1026.0
653,60.0,51096.0,20.0,64.0,1223105000.0,3941164500.0,5.0,1728.0
654,60.0,51097.0,20.0,64.0,1223105000.0,3941164500.0,5.0,1728.0
655,66.0,28856.0,32.0,64.0,839189500.0,799457400.0,8.0,64000.0
656,66.0,28856.0,32.0,64.0,839189500.0,799457400.0,8.0,64000.0
657,54.0,40349.0,20.0,64.0,799457400.0,839189500.0,5.0,1026.0
658,97.0,40350.0,63.0,64.0,799457400.0,839189500.0,5.0,1026.0
659,73.0,28857.0,39.0,64.0,839189500.0,799457500.0,5.0,63957.0
660,259.0,40351.0,225.0,64.0,799457500.0,839189500.0,5.0,1026.0
661,896.0,28858.0,862.0,64.0,839189500.0,799457660.0,5.0,63752.0
662,380.0,40352.0,346.0,64.0,799457660.0,839190340.0,5.0,1023.0
663,113.0,28859.0,79.0,64.0,839190340.0,799458000.0,5.0,63426.0
664,139.0,40353.0,105.0,64.0,799458000.0,839190400.0,5.0,1022.0
665,347.0,28860.0,313.0,64.0,839190400.0,799458050.0,5.0,63341.0
666,731.0,40354.0,697.0,64.0,799458050.0,839190700.0,5.0,1021.0
667,60.0,28861.0,20.0,64.0,839190700.0,799458750.0,5.0,62664.0
668,91.0,28862.0,57.0,64.0,839190700.0,799458750.0,5.0,62664.0
669,54.0,40355.0,20.0,64.0,799458750.0,839190700.0,5.0,0.0
670,66.0,0.0,32.0,64.0,1218628100.0,1367525900.0,8.0,5840.0
671,66.0,0.0,32.0,64.0,1218628100.0,1367525900.0,8.0,5840.0
672,54.0,37178.0,20.0,64.0,1367525900.0,1218628100.0,5.0,255.0
673,122.0,37179.0,88.0,64.0,1367525900.0,1218628100.0,5.0,255.0
674,60.0,5263.0,20.0,64.0,1218628100.0,1367526000.0,5.0,1460.0
675,54.0,37180.0,20.0,64.0,1367526000.0,1218628100.0,5.0,0.0
676,60.0,5264.0,20.0,64.0,1218628100.0,1367526000.0,5.0,1460.0
677,66.0,0.0,32.0,64.0,1229896100.0,2673866200.0,8.0,5840.0
678,66.0,0.0,32.0,64.0,1229896100.0,2673866200.0,8.0,5840.0
679,54.0,17446.0,20.0,64.0,2673866200.0,1229896100.0,5.0,255.0
680,122.0,17447.0,88.0,64.0,2673866200.0,1229896100.0,5.0,255.0
681,60.0,26589.0,20.0,64.0,1229896100.0,2673866500.0,5.0,1460.0
682,60.0,26590.0,20.0,64.0,1229896100.0,2673866500.0,5.0,1460.0
683,66.0,0.0,32.0,64.0,1230672100.0,314464860.0,8.0,5840.0
684,66.0,0.0,32.0,64.0,1230672100.0,314464860.0,8.0,5840.0
685,54.0,29519.0,20.0,64.0,314464860.0,1230672100.0,5.0,513.0
686,122.0,29520.0,88.0,64.0,314464860.0,1230672100.0,5.0,513.0
687,60.0,19998.0,20.0,64.0,1230672100.0,314464930.0,5.0,1460.0
688,60.0,19999.0,20.0,64.0,1230672100.0,314464930.0,5.0,1460.0
689,74.0,0.0,40.0,64.0,1239943300.0,3011577600.0,10.0,5792.0
690,74.0,0.0,40.0,64.0,1239943300.0,3011577600.0,10.0,5792.0
691,66.0,48669.0,32.0,64.0,3011577600.0,1239943300.0,8.0,502.0
692,415.0,48670.0,381.0,64.0,3011577600.0,1239943300.0,8.0,502.0
693,66.0,54854.0,32.0,64.0,1239943300.0,3011577900.0,8.0,1716.0
694,66.0,54855.0,32.0,64.0,1239943300.0,3011577900.0,8.0,1716.0
695,66.0,0.0,32.0,64.0,1246480800.0,2269685000.0,8.0,5840.0
696,66.0,0.0,32.0,64.0,1246480800.0,2269685000.0,8.0,5840.0
697,54.0,37057.0,20.0,64.0,2269685000.0,1246480800.0,5.0,513.0
698,122.0,37058.0,88.0,64.0,2269685000.0,1246480800.0,5.0,513.0
699,60.0,5998.0,20.0,64.0,1246480800.0,2269685200.0,5.0,1460.0
700,60.0,5999.0,20.0,64.0,1246480800.0,2269685200.0,5.0,1460.0
701,66.0,0.0,32.0,64.0,1241521500.0,1535126400.0,8.0,5840.0
702,66.0,0.0,32.0,64.0,1241521500.0,1535126400.0,8.0,5840.0
703,54.0,25209.0,20.0,64.0,1535126400.0,1241521500.0,5.0,1026.0
704,341.0,25210.0,307.0,64.0,1535126400.0,1241521500.0,5.0,1026.0
705,60.0,49824.0,20.0,64.0,1241521500.0,1535126700.0,5.0,1728.0
706,60.0,49825.0,20.0,64.0,1241521500.0,1535126700.0,5.0,1728.0
707,66.0,0.0,32.0,64.0,1244493800.0,2816168400.0,8.0,5840.0
708,66.0,0.0,32.0,64.0,1244493800.0,2816168400.0,8.0,5840.0
709,54.0,28413.0,20.0,64.0,2816168400.0,1244493800.0,5.0,1026.0
710,122.0,28414.0,88.0,64.0,2816168400.0,1244493800.0,5.0,1026.0
711,60.0,42754.0,20.0,64.0,1244493800.0,2816168400.0,5.0,1460.0
712,60.0,42755.0,20.0,64.0,1244493800.0,2816168400.0,5.0,1460.0
713,66.0,14712.0,32.0,64.0,4257450000.0,2292919300.0,8.0,64000.0
714,66.0,14712.0,32.0,64.0,4257450000.0,2292919300.0,8.0,64000.0
715,54.0,18814.0,20.0,64.0,2292919300.0,4257450000.0,5.0,1026.0
716,97.0,18815.0,63.0,64.0,2292919300.0,4257450000.0,5.0,1026.0
717,73.0,14713.0,39.0,64.0,4257450000.0,2292919300.0,5.0,63957.0
718,259.0,18816.0,225.0,64.0,2292919300.0,4257450200.0,5.0,1026.0
719,896.0,14714.0,862.0,64.0,4257450200.0,2292919600.0,5.0,63752.0
720,380.0,18817.0,346.0,64.0,2292919600.0,4257451000.0,5.0,1023.0
721,113.0,14715.0,79.0,64.0,4257451000.0,2292919800.0,5.0,63426.0
722,139.0,18818.0,105.0,64.0,2292919800.0,4257451000.0,5.0,1022.0
723,347.0,14716.0,313.0,64.0,4257451000.0,2292919800.0,5.0,63341.0
724,715.0,18819.0,681.0,64.0,2292919800.0,4257451300.0,5.0,1021.0
725,60.0,14717.0,20.0,64.0,4257451300.0,2292920600.0,5.0,62680.0
726,91.0,14718.0,57.0,64.0,4257451300.0,2292920600.0,5.0,62680.0
727,54.0,18820.0,20.0,64.0,2292920600.0,4257451300.0,5.0,0.0
728,66.0,0.0,32.0,64.0,1254289200.0,2988309200.0,8.0,5840.0
729,66.0,0.0,32.0,64.0,1254289200.0,2988309200.0,8.0,5840.0
730,54.0,63109.0,20.0,64.0,2988309200.0,1254289200.0,5.0,255.0
731,574.0,63110.0,540.0,64.0,2988309200.0,1254289200.0,5.0,255.0
732,60.0,12794.0,20.0,64.0,1254289200.0,2988309800.0,5.0,1728.0
733,60.0,12795.0,20.0,64.0,1254289200.0,2988309800.0,5.0,1728.0
734,66.0,0.0,32.0,64.0,1242906200.0,4201080000.0,8.0,5840.0
735,66.0,0.0,32.0,64.0,1242906200.0,4201080000.0,8.0,5840.0
736,54.0,5712.0,20.0,64.0,4201080000.0,1242906200.0,5.0,1026.0
737,614.0,5713.0,580.0,64.0,4201080000.0,1242906200.0,5.0,1026.0
738,60.0,57725.0,20.0,64.0,1242906200.0,4201080600.0,5.0,1740.0
739,60.0,57726.0,20.0,64.0,1242906200.0,4201080600.0,5.0,1740.0
740,66.0,0.0,32.0,64.0,1254560500.0,1905353100.0,8.0,5840.0
741,66.0,0.0,32.0,64.0,1254560500.0,1905353100.0,8.0,5840.0
742,54.0,10309.0,20.0,64.0,1905353100.0,1254560500.0,5.0,517.0
743,122.0,10310.0,88.0,64.0,1905353100.0,1254560500.0,5.0,517.0
744,60.0,52278.0,20.0,64.0,1254560500.0,1905353200.0,5.0,1460.0
745,60.0,52279.0,20.0,64.0,1254560500.0,1905353200.0,5.0,1460.0
746,66.0,0.0,32.0,64.0,1261423200.0,3787900700.0,8.0,5840.0
747,66.0,0.0,32.0,64.0,1261423200.0,3787900700.0,8.0,5840.0
748,54.0,2074.0,20.0,64.0,3787900700.0,1261423200.0,5.0,260.0
749,351.0,2075.0,317.0,64.0,3787900700.0,1261423200.0,5.0,260.0
750,60.0,5389.0,20.0,64.0,1261423200.0,3787901000.0,5.0,1728.0
751,60.0,5390.0,20.0,64.0,1261423200.0,3787901000.0,5.0,1728.0
752,66.0,0.0,32.0,64.0,1258890800.0,3807891500.0,8.0,5840.0
753,66.0,0.0,32.0,64.0,1258890800.0,3807891500.0,8.0,5840.0
754,54.0,50441.0,20.0,64.0,3807891500.0,1258890800.0,5.0,255.0
755,122.0,50442.0,88.0,64.0,3807891500.0,1258890800.0,5.0,255.0
756,60.0,63883.0,20.0,64.0,1258890800.0,3807891700.0,5.0,1460.0
757,60.0,63884.0,20.0,64.0,1258890800.0,3807891700.0,5.0,1460.0
758,66.0,0.0,32.0,64.0,1279101600.0,141484300.0,8.0,5840.0
759,66.0,0.0,32.0,64.0,1279101600.0,141484300.0,8.0,5840.0
760,54.0,38164.0,20.0,64.0,141484300.0,1279101600.0,5.0,255.0
761,649.0,38165.0,615.0,64.0,141484300.0,1279101600.0,5.0,255.0
762,60.0,21778.0,20.0,64.0,1279101600.0,141484900.0,5.0,1758.0
763,60.0,21779.0,20.0,64.0,1279101600.0,141484900.0,5.0,1758.0
764,66.0,0.0,32.0,64.0,1281367800.0,2436045000.0,8.0,5840.0
765,66.0,0.0,32.0,64.0,1281367800.0,2436045000.0,8.0,5840.0
766,54.0,10098.0,20.0,64.0,2436045000.0,1281367800.0,5.0,6145.0
767,373.0,10099.0,339.0,64.0,2436045000.0,1281367800.0,5.0,6145.0
768,60.0,49453.0,20.0,64.0,1281367800.0,2436045300.0,5.0,1728.0
769,60.0,49454.0,20.0,64.0,1281367800.0,2436045300.0,5.0,1728.0
770,74.0,0.0,40.0,64.0,1280059900.0,542825900.0,10.0,5792.0
771,74.0,0.0,40.0,64.0,1280059900.0,542825900.0,10.0,5792.0
772,66.0,57151.0,32.0,64.0,542825900.0,1280059900.0,8.0,502.0
773,134.0,57152.0,100.0,64.0,542825900.0,1280059900.0,8.0,502.0
774,66.0,63029.0,32.0,64.0,1280059900.0,542826000.0,8.0,1448.0
775,66.0,63030.0,32.0,64.0,1280059900.0,542826000.0,8.0,1448.0
776,74.0,0.0,40.0,64.0,1278527000.0,1770140000.0,10.0,5792.0
777,74.0,0.0,40.0,64.0,1278527000.0,1770140000.0,10.0,5792.0
778,66.0,47843.0,32.0,64.0,1770140000.0,1278527000.0,8.0,502.0
779,67.0,47844.0,33.0,64.0,1770140000.0,1278527000.0,8.0,502.0
780,85.0,47845.0,51.0,64.0,1770140000.0,1278527000.0,8.0,502.0
781,114.0,47846.0,80.0,64.0,1770140000.0,1278527000.0,8.0,502.0
782,66.0,6607.0,32.0,64.0,1278527000.0,1770140000.0,8.0,1448.0
783,66.0,6608.0,32.0,64.0,1278527000.0,1770140000.0,8.0,1448.0
784,66.0,6609.0,32.0,64.0,1278527000.0,1770140000.0,8.0,1448.0
785,66.0,6610.0,32.0,64.0,1278527000.0,1770140000.0,8.0,1448.0
786,74.0,0.0,40.0,64.0,1288225500.0,900079600.0,10.0,5792.0
787,74.0,0.0,40.0,64.0,1288225500.0,900079600.0,10.0,5792.0
788,66.0,6974.0,32.0,64.0,900079600.0,1288225500.0,8.0,502.0
789,134.0,6975.0,100.0,64.0,900079600.0,1288225500.0,8.0,502.0
790,66.0,9022.0,32.0,64.0,1288225500.0,900079700.0,8.0,1448.0
791,66.0,9023.0,32.0,64.0,1288225500.0,900079700.0,8.0,1448.0
792,74.0,0.0,40.0,64.0,1282263200.0,4250743600.0,10.0,5792.0
793,74.0,0.0,40.0,64.0,1282263200.0,4250743600.0,10.0,5792.0
794,66.0,16615.0,32.0,64.0,4250743600.0,1282263200.0,8.0,507.0
795,134.0,16616.0,100.0,64.0,4250743600.0,1282263200.0,8.0,507.0
796,66.0,10410.0,32.0,64.0,1282263200.0,4250743600.0,8.0,1448.0
797,66.0,10411.0,32.0,64.0,1282263200.0,4250743600.0,8.0,1448.0
798,66.0,28863.0,32.0,64.0,1636249500.0,4229589200.0,8.0,64000.0
799,66.0,28863.0,32.0,64.0,1636249500.0,4229589200.0,8.0,64000.0
800,54.0,40357.0,20.0,64.0,4229589200.0,1636249500.0,5.0,1026.0
801,97.0,40358.0,63.0,64.0,4229589200.0,1636249500.0,5.0,1026.0
802,73.0,28864.0,39.0,64.0,1636249500.0,4229589200.0,5.0,63957.0
803,259.0,40359.0,225.0,64.0,4229589200.0,1636249600.0,5.0,1026.0
804,896.0,28865.0,862.0,64.0,1636249600.0,4229589500.0,5.0,63752.0
805,380.0,40360.0,346.0,64.0,4229589500.0,1636250400.0,5.0,1023.0
806,113.0,28866.0,79.0,64.0,1636250400.0,4229589800.0,5.0,63426.0
807,139.0,40361.0,105.0,64.0,4229589800.0,1636250500.0,5.0,1022.0
808,347.0,28867.0,313.0,64.0,1636250500.0,4229590000.0,5.0,63341.0
809,731.0,40362.0,697.0,64.0,4229590000.0,1636250800.0,5.0,1021.0
810,60.0,28868.0,20.0,64.0,1636250800.0,4229590500.0,5.0,62664.0
811,91.0,28869.0,57.0,64.0,1636250800.0,4229590500.0,5.0,62664.0
812,54.0,40363.0,20.0,64.0,4229590500.0,1636250800.0,5.0,0.0
813,74.0,0.0,40.0,64.0,902920960.0,1288243600.0,10.0,65535.0
814,74.0,0.0,40.0,64.0,902920960.0,1288243600.0,10.0,65535.0
815,66.0,59851.0,32.0,64.0,1288243600.0,902920960.0,8.0,1460.0
816,413.0,59852.0,379.0,64.0,1288243600.0,902920960.0,8.0,1460.0
817,66.0,15446.0,32.0,64.0,902920960.0,1288244000.0,8.0,9.0
818,654.0,15447.0,620.0,64.0,902920960.0,1288244000.0,8.0,9.0
819,71.0,15448.0,37.0,64.0,902921600.0,1288244000.0,8.0,9.0
820,66.0,59853.0,32.0,64.0,1288244000.0,902921600.0,8.0,1313.0
821,66.0,59854.0,32.0,64.0,1288244000.0,902921600.0,8.0,1312.0
822,66.0,59855.0,32.0,64.0,1288244000.0,902921600.0,8.0,1312.0
823,66.0,15449.0,32.0,64.0,902921600.0,1288244000.0,8.0,9.0
824,66.0,59856.0,32.0,64.0,1288244000.0,902921600.0,8.0,1312.0
825,66.0,0.0,32.0,64.0,1292248800.0,3473016300.0,8.0,5840.0
826,66.0,0.0,32.0,64.0,1292248800.0,3473016300.0,8.0,5840.0
827,54.0,35774.0,20.0,64.0,3473016300.0,1292248800.0,5.0,1026.0
828,374.0,35775.0,340.0,64.0,3473016300.0,1292248800.0,5.0,1026.0
829,60.0,51070.0,20.0,64.0,1292248800.0,3473016600.0,5.0,1728.0
830,60.0,51071.0,20.0,64.0,1292248800.0,3473016600.0,5.0,1728.0
831,66.0,0.0,32.0,64.0,1301071000.0,1172762200.0,8.0,5840.0
832,66.0,0.0,32.0,64.0,1301071000.0,1172762200.0,8.0,5840.0
833,54.0,1420.0,20.0,64.0,1172762200.0,1301071000.0,5.0,1026.0
834,122.0,1421.0,88.0,64.0,1172762200.0,1301071000.0,5.0,1026.0
835,60.0,9219.0,20.0,64.0,1301071000.0,1172762200.0,5.0,1460.0
836,122.0,9220.0,88.0,64.0,1301071000.0,1172762200.0,5.0,1460.0
837,299.0,1422.0,265.0,64.0,1172762200.0,1301071000.0,5.0,1026.0
838,60.0,9221.0,20.0,64.0,1301071000.0,1172762500.0,5.0,1728.0
839,240.0,9222.0,206.0,64.0,1301071000.0,1172762500.0,5.0,1728.0
840,54.0,1423.0,20.0,64.0,1172762500.0,1301071200.0,5.0,1025.0
841,60.0,9223.0,20.0,64.0,1301071200.0,1172762500.0,5.0,1728.0
842,60.0,9224.0,20.0,64.0,1301071200.0,1172762500.0,5.0,1728.0
843,54.0,1424.0,20.0,64.0,1172762500.0,1301071200.0,5.0,1025.0
844,66.0,0.0,32.0,64.0,1297879600.0,377337630.0,8.0,5840.0
845,66.0,0.0,32.0,64.0,1297879600.0,377337630.0,8.0,5840.0
846,54.0,29835.0,20.0,64.0,377337630.0,1297879600.0,5.0,255.0
847,122.0,29836.0,88.0,64.0,377337630.0,1297879600.0,5.0,255.0
848,60.0,61868.0,20.0,64.0,1297879600.0,377337700.0,5.0,1460.0
849,60.0,61869.0,20.0,64.0,1297879600.0,377337700.0,5.0,1460.0
850,66.0,0.0,32.0,64.0,1304502300.0,1939622500.0,8.0,5840.0
851,66.0,0.0,32.0,64.0,1304502300.0,1939622500.0,8.0,5840.0
852,54.0,63614.0,20.0,64.0,1939622500.0,1304502300.0,5.0,513.0
853,122.0,63615.0,88.0,64.0,1939622500.0,1304502300.0,5.0,513.0
854,60.0,49268.0,20.0,64.0,1304502300.0,1939622700.0,5.0,1460.0
855,60.0,49269.0,20.0,64.0,1304502300.0,1939622700.0,5.0,1460.0
856,66.0,0.0,32.0,64.0,1300777500.0,3163164200.0,8.0,5840.0
857,66.0,0.0,32.0,64.0,1300777500.0,3163164200.0,8.0,5840.0
858,54.0,49652.0,20.0,64.0,3163164200.0,1300777500.0,5.0,331.0
859,122.0,49653.0,88.0,64.0,3163164200.0,1300777500.0,5.0,331.0
860,60.0,43398.0,20.0,64.0,1300777500.0,3163164200.0,5.0,1460.0
861,60.0,43399.0,20.0,64.0,1300777500.0,3163164200.0,5.0,1460.0
862,66.0,0.0,32.0,64.0,1293973600.0,3965277000.0,8.0,5840.0
863,66.0,0.0,32.0,64.0,1293973600.0,3965277000.0,8.0,5840.0
864,54.0,49504.0,20.0,64.0,3965277000.0,1293973600.0,5.0,513.0
865,310.0,49505.0,276.0,64.0,3965277000.0,1293973600.0,5.0,513.0
866,60.0,38946.0,20.0,64.0,1293973600.0,3965277200.0,5.0,1728.0
867,60.0,38947.0,20.0,64.0,1293973600.0,3965277200.0,5.0,1728.0
868,66.0,0.0,32.0,64.0,1304246700.0,1111441900.0,8.0,5840.0
869,66.0,0.0,32.0,64.0,1304246700.0,1111441900.0,8.0,5840.0
870,54.0,21409.0,20.0,64.0,1111441900.0,1304246700.0,5.0,1026.0
871,122.0,21410.0,88.0,64.0,1111441900.0,1304246700.0,5.0,1026.0
872,60.0,55552.0,20.0,64.0,1304246700.0,1111441900.0,5.0,1460.0
873,60.0,55553.0,20.0,64.0,1304246700.0,1111441900.0,5.0,1460.0
874,66.0,0.0,32.0,64.0,1306089900.0,3243529500.0,8.0,5840.0
875,66.0,0.0,32.0,64.0,1306089900.0,3243529500.0,8.0,5840.0
876,54.0,62873.0,20.0,64.0,3243529500.0,1306089900.0,5.0,513.0
877,138.0,62874.0,104.0,64.0,3243529500.0,1306089900.0,5.0,513.0
878,60.0,47558.0,20.0,64.0,1306089900.0,3243529500.0,5.0,1460.0
879,106.0,62875.0,72.0,64.0,3243529500.0,1306089900.0,5.0,513.0
880,60.0,47559.0,20.0,64.0,1306089900.0,3243529500.0,5.0,1460.0
881,60.0,47560.0,20.0,64.0,1306089900.0,3243529500.0,5.0,1460.0
882,66.0,0.0,32.0,64.0,1297683800.0,2508991200.0,8.0,5840.0
883,66.0,0.0,32.0,64.0,1297683800.0,2508991200.0,8.0,5840.0
884,54.0,34431.0,20.0,64.0,2508991200.0,1297683800.0,5.0,516.0
885,427.0,34432.0,393.0,64.0,2508991200.0,1297683800.0,5.0,516.0
886,60.0,62925.0,20.0,64.0,1297683800.0,2508991500.0,5.0,1728.0
887,60.0,62926.0,20.0,64.0,1297683800.0,2508991500.0,5.0,1728.0
888,66.0,0.0,32.0,64.0,1298438500.0,2570294000.0,8.0,5840.0
889,66.0,0.0,32.0,64.0,1298438500.0,2570294000.0,8.0,5840.0
890,54.0,343.0,20.0,64.0,2570294000.0,1298438500.0,5.0,1026.0
891,122.0,344.0,88.0,64.0,2570294000.0,1298438500.0,5.0,1026.0
892,60.0,31029.0,20.0,64.0,1298438500.0,2570294300.0,5.0,1460.0
893,60.0,31030.0,20.0,64.0,1298438500.0,2570294300.0,5.0,1460.0
894,74.0,32146.0,40.0,64.0,1307548900.0,0.0,10.0,5840.0
895,74.0,32146.0,40.0,64.0,1307548900.0,0.0,10.0,5840.0
896,66.0,0.0,32.0,64.0,1312329200.0,1099845000.0,8.0,5840.0
897,66.0,0.0,32.0,64.0,1312329200.0,1099845000.0,8.0,5840.0
898,54.0,3507.0,20.0,64.0,1099845000.0,1312329200.0,5.0,255.0
899,160.0,3508.0,126.0,64.0,1099845000.0,1312329200.0,5.0,255.0
900,60.0,27934.0,20.0,64.0,1312329200.0,1099845100.0,5.0,1460.0
901,60.0,27935.0,20.0,64.0,1312329200.0,1099845100.0,5.0,1460.0
902,66.0,0.0,32.0,64.0,1310781400.0,2792728800.0,8.0,5840.0
903,66.0,0.0,32.0,64.0,1310781400.0,2792728800.0,8.0,5840.0
904,54.0,24627.0,20.0,64.0,2792728800.0,1310781400.0,5.0,513.0
905,122.0,24628.0,88.0,64.0,2792728800.0,1310781400.0,5.0,513.0
906,60.0,3949.0,20.0,64.0,1310781400.0,2792729000.0,5.0,1460.0
907,60.0,3950.0,20.0,64.0,1310781400.0,2792729000.0,5.0,1460.0
908,66.0,0.0,32.0,64.0,1306246000.0,2785756000.0,8.0,5840.0
909,66.0,0.0,32.0,64.0,1306246000.0,2785756000.0,8.0,5840.0
910,54.0,43993.0,20.0,64.0,2785756000.0,1306246000.0,5.0,1026.0
911,122.0,43994.0,88.0,64.0,2785756000.0,1306246000.0,5.0,1026.0
912,60.0,23354.0,20.0,64.0,1306246000.0,2785756000.0,5.0,1460.0
913,60.0,23355.0,20.0,64.0,1306246000.0,2785756000.0,5.0,1460.0
914,74.0,0.0,40.0,64.0,1311393000.0,3330773000.0,10.0,5792.0
915,74.0,0.0,40.0,64.0,1311393000.0,3330773000.0,10.0,5792.0
916,66.0,54663.0,32.0,64.0,3330773000.0,1311393000.0,8.0,502.0
917,232.0,54664.0,198.0,64.0,3330773000.0,1311393000.0,8.0,502.0
918,66.0,42411.0,32.0,64.0,1311393000.0,3330773000.0,8.0,1716.0
919,66.0,42412.0,32.0,64.0,1311393000.0,3330773000.0,8.0,1716.0
920,74.0,0.0,40.0,64.0,1326955800.0,3109786000.0,10.0,5792.0
921,74.0,0.0,40.0,64.0,1326955800.0,3109786000.0,10.0,5792.0
922,66.0,44983.0,32.0,64.0,3109786000.0,1326955800.0,8.0,251.0
923,599.0,44984.0,565.0,64.0,3109786000.0,1326955800.0,8.0,251.0
924,66.0,23599.0,32.0,64.0,1326955800.0,3109786600.0,8.0,1716.0
925,66.0,23600.0,32.0,64.0,1326955800.0,3109786600.0,8.0,1716.0
926,66.0,62216.0,32.0,64.0,2453889500.0,3171080000.0,8.0,64000.0
927,66.0,62216.0,32.0,64.0,2453889500.0,3171080000.0,8.0,64000.0
928,54.0,27366.0,20.0,64.0,3171080000.0,2453889500.0,5.0,1026.0
929,101.0,27367.0,67.0,64.0,3171080000.0,2453889500.0,5.0,1026.0
930,73.0,62217.0,39.0,64.0,2453889500.0,3171080000.0,5.0,63953.0
931,54.0,27368.0,20.0,64.0,3171080000.0,2453889500.0,5.0,1026.0
932,306.0,27369.0,272.0,64.0,3171080000.0,2453889500.0,5.0,1026.0
933,900.0,62218.0,866.0,64.0,2453889500.0,3171080200.0,5.0,63701.0
934,54.0,27370.0,20.0,64.0,3171080200.0,2453890300.0,5.0,1023.0
935,372.0,27371.0,338.0,64.0,3171080200.0,2453890300.0,5.0,1023.0
936,105.0,62219.0,71.0,64.0,2453890300.0,3171080700.0,5.0,63383.0
937,54.0,27372.0,20.0,64.0,3171080700.0,2453890300.0,5.0,1022.0
938,140.0,27373.0,106.0,64.0,3171080700.0,2453890300.0,5.0,1022.0
939,345.0,62220.0,311.0,64.0,2453890300.0,3171080700.0,5.0,63297.0
940,54.0,27374.0,20.0,64.0,3171080700.0,2453890600.0,5.0,1021.0
941,754.0,27375.0,720.0,64.0,3171080700.0,2453890600.0,5.0,1021.0
942,60.0,62221.0,20.0,64.0,2453890600.0,3171081500.0,5.0,62597.0
943,85.0,62222.0,51.0,64.0,2453890600.0,3171081500.0,5.0,62597.0
944,54.0,27376.0,20.0,64.0,3171081500.0,2453890800.0,5.0,1021.0
945,120.0,27377.0,86.0,64.0,3171081500.0,2453890800.0,5.0,1021.0
946,60.0,62223.0,20.0,64.0,2453890800.0,3171081500.0,5.0,64000.0
947,92.0,27378.0,58.0,64.0,3171081500.0,2453890800.0,5.0,1021.0
948,60.0,62224.0,20.0,64.0,2453890800.0,3171081500.0,5.0,63962.0
949,54.0,27380.0,20.0,64.0,3171081500.0,2453890800.0,5.0,1021.0
950,60.0,62225.0,20.0,64.0,2453890800.0,3171081500.0,5.0,63962.0
951,60.0,62282.0,20.0,64.0,2453890800.0,3171081500.0,5.0,0.0
952,66.0,0.0,32.0,64.0,1328609700.0,1286997400.0,8.0,5840.0
953,66.0,0.0,32.0,64.0,1328609700.0,1286997400.0,8.0,5840.0
954,54.0,2021.0,20.0,64.0,1286997400.0,1328609700.0,5.0,513.0
955,122.0,2022.0,88.0,64.0,1286997400.0,1328609700.0,5.0,513.0
956,60.0,6320.0,20.0,64.0,1328609700.0,1286997400.0,5.0,1460.0
957,60.0,6321.0,20.0,64.0,1328609700.0,1286997400.0,5.0,1460.0
958,74.0,0.0,40.0,64.0,1336133800.0,4252403000.0,10.0,5792.0
959,74.0,0.0,40.0,64.0,1336133800.0,4252403000.0,10.0,5792.0
