,ip_id
412,16783.0
413,21785.0
414,61428.0
415,61660.0
416,50652.0
417,4072.0
418,32740.0
419,50057.0
420,1253.0
421,12220.0
422,24811.0
423,23565.0
424,18724.0
425,40863.0
426,8019.0
427,27180.0
428,61276.0
429,21375.0
430,26366.0
431,548.0
432,8595.0
433,29709.0
434,19207.0
435,55951.0
436,61959.0
437,48571.0
438,19257.0
439,43280.0
440,27431.0
441,62315.0
442,18269.0
443,41654.0
444,14882.0
445,63018.0
446,23190.0
447,40169.0
448,25426.0
449,36197.0
450,60546.0
451,27551.0
452,2227.0
453,39008.0
454,51202.0
455,20782.0
456,22871.0
457,30267.0
458,54380.0
459,17930.0
460,5955.0
461,15002.0
462,31296.0
463,17301.0
464,22022.0
465,48596.0
466,16470.0
467,2438.0
468,38358.0
469,36587.0
470,12619.0
471,33355.0
472,1541.0
473,38265.0
474,14517.0
475,17435.0
476,59601.0
477,18190.0
478,61351.0
479,60599.0
480,27938.0
481,33586.0
482,20115.0
483,60002.0
484,11325.0
485,1822.0
486,60293.0
487,24224.0
488,50248.0
489,2656.0
490,17534.0
491,20120.0
492,27426.0
493,28374.0
494,8005.0
495,63298.0
496,50192.0
497,30779.0
498,11239.0
499,43045.0
500,55533.0
501,2411.0
502,62576.0
503,46428.0
504,21123.0
505,12379.0
506,40513.0
507,32176.0
508,15530.0
509,18472.0
510,10438.0
511,56805.0
512,22298.0
513,55317.0
514,54544.0
515,3546.0
516,65426.0
517,24443.0
518,9410.0
519,65145.0
520,13881.0
521,17148.0
522,12428.0
523,59149.0
524,44707.0
525,21579.0
526,13717.0
527,26219.0
528,23437.0
529,20360.0
530,3840.0
531,7675.0
532,20618.0
533,0.0
534,29388.0
535,43149.0
536,17937.0
537,61754.0
538,12979.0
539,32907.0
540,56246.0
541,23616.0
542,41125.0
543,26401.0
544,3653.0
545,57355.0
546,52134.0
547,18153.0
548,13329.0
549,10162.0
550,38513.0
551,1463.0
552,18210.0
553,18903.0
554,2585.0
555,52448.0
556,29576.0
557,42830.0
558,21064.0
559,18947.0
560,51724.0
561,23971.0
562,16328.0
563,6400.0
564,19129.0
565,24886.0
566,51492.0
567,36314.0
568,28579.0
569,21707.0
570,28836.0
571,92.0
572,13822.0
573,61763.0
574,55897.0
575,61580.0
576,21810.0
577,0.0
578,14337.0
579,20112.0
580,138.0
581,12747.0
582,21034.0
583,50384.0
584,17829.0
585,13599.0
586,23749.0
587,4662.0
588,8738.0
589,22372.0
590,39085.0
591,21713.0
592,48176.0
593,49392.0
594,12699.0
595,13729.0
596,35809.0
597,18636.0
598,55088.0
599,53364.0
600,0.0
601,28707.0
602,1351.0
603,51655.0
604,44970.0
605,32110.0
606,41213.0
607,28206.0
608,8847.0
609,16729.0
610,21304.0
611,54711.0
612,52520.0
613,0.0
614,36037.0
615,59511.0
616,39995.0
617,59856.0
618,36146.0
619,17826.0
620,13189.0
621,21726.0
622,17174.0
623,878.0
624,12886.0
625,27134.0
626,11640.0
627,15218.0
628,0.0
629,62764.0
630,11585.0
631,21053.0
632,59566.0
633,50463.0
634,20881.0
635,43364.0
636,53393.0
637,53777.0
638,54595.0
639,18785.0
640,50648.0
641,20356.0
642,17767.0
643,27418.0
644,5381.0
645,11655.0
646,20123.0
647,39910.0
648,23402.0
649,13819.0
650,19719.0
651,21372.0
652,61569.0
653,35530.0
654,48868.0
655,62098.0
656,7876.0
657,60213.0
658,62863.0
659,37653.0
660,30042.0
661,22030.0
662,5202.0
663,21541.0
664,6161.0
665,62847.0
666,21593.0
667,17285.0
668,47055.0
669,9016.0
670,4015.0
671,54496.0
672,49029.0
673,11866.0
674,28174.0
675,21077.0
676,27160.0
677,23651.0
678,15098.0
679,13824.0
680,26209.0
681,57491.0
682,0.0
683,18187.0
684,46609.0
685,43161.0
686,1809.0
687,51920.0
688,49766.0
689,22861.0
690,59398.0
691,32992.0
692,60570.0
693,8932.0
694,41689.0
695,55389.0
696,32062.0
697,55200.0
698,20607.0
699,19654.0
700,57474.0
701,7647.0
702,17870.0
703,55662.0
704,24978.0
705,37822.0
706,1618.0
707,63617.0
708,62167.0
709,50512.0
710,46817.0
711,6352.0
712,11292.0
713,15085.0
714,1106.0
715,34309.0
716,35442.0
717,9549.0
718,16285.0
719,43980.0
720,23637.0
721,62861.0
722,49836.0
723,32116.0
724,40881.0
725,27508.0
726,50026.0
727,28838.0
728,54939.0
729,7988.0
730,11526.0
731,32287.0
732,62733.0
733,1913.0
734,55960.0
735,1457.0
736,39474.0
737,32307.0
738,19502.0
739,0.0
740,24739.0
741,27629.0
742,26422.0
743,27064.0
744,5409.0
745,55103.0
746,13318.0
747,62850.0
748,48561.0
749,38172.0
750,36564.0
751,35333.0
752,40181.0
753,4983.0
754,36819.0
755,23977.0
756,17537.0
757,8689.0
758,16319.0
759,12903.0
760,2849.0
761,33285.0
762,11742.0
763,62110.0
764,50384.0
765,21305.0
766,1309.0
767,35216.0
768,64790.0
769,35498.0
770,48513.0
771,63765.0
772,3845.0
773,44639.0
774,54694.0
775,27334.0
776,22037.0
777,19141.0
778,22544.0
779,2254.0
780,55376.0
781,13544.0
782,20607.0
783,3632.0
784,21908.0
785,22350.0
786,24521.0
787,5074.0
788,29887.0
789,11022.0
790,17342.0
791,24839.0
792,9323.0
793,30279.0
794,38525.0
795,32479.0
796,18639.0
797,22841.0
798,33592.0
799,19292.0
800,36978.0
801,22455.0
802,12418.0
803,57780.0
804,32629.0
805,14416.0
806,7415.0
807,57297.0
808,24563.0
809,14160.0
810,360.0
811,43993.0
812,10196.0
813,64010.0
814,18975.0
815,0.0
816,41485.0
817,39093.0
818,26923.0
819,57192.0
820,8014.0
821,24347.0
822,27820.0
823,11363.0
824,65039.0
825,17038.0
826,25097.0
827,18182.0
828,20587.0
829,32263.0
830,15844.0
831,11911.0
832,30397.0
833,10973.0
834,15284.0
835,24906.0
836,14496.0
837,47369.0
838,32425.0
839,60338.0
840,21554.0
841,3084.0
842,65492.0
843,54577.0
844,9288.0
845,1491.0
846,37479.0
847,1624.0
848,13724.0
849,29504.0
850,61535.0
851,24908.0
852,0.0
853,18217.0
854,36139.0
855,21288.0
856,23320.0
857,30256.0
858,42682.0
859,49184.0
860,45508.0
861,14566.0
862,26871.0
863,16911.0
864,25406.0
865,24358.0
866,10279.0
867,52967.0
868,13730.0
869,25773.0
870,14537.0
871,32008.0
872,38610.0
873,55626.0
874,44152.0
875,27300.0
876,20535.0
877,38417.0
878,17382.0
879,2593.0
880,59410.0
881,7207.0
882,13646.0
883,24447.0
884,1247.0
885,53819.0
886,48601.0
887,39240.0
888,23178.0
889,54490.0
890,15164.0
891,52437.0
892,61058.0
893,4405.0
894,15721.0
895,29153.0
896,48183.0
897,49130.0
898,13380.0
899,54257.0
900,11907.0
901,35989.0
902,48830.0
903,55140.0
904,17175.0
905,2338.0
906,33646.0
907,57887.0
908,36817.0
909,10185.0
910,20523.0
911,61254.0
912,50020.0
913,30518.0
914,1126.0
915,24014.0
916,45862.0
917,24717.0
918,21963.0
919,47786.0
920,52356.0
921,46610.0
922,39562.0
923,19318.0
924,28348.0
925,57728.0
926,17287.0
927,38308.0
928,49659.0
929,27375.0
930,23204.0
931,17044.0
932,30293.0
933,59447.0
934,23055.0
935,46097.0
936,8847.0
937,40928.0
938,31567.0
939,21118.0
940,33095.0
941,12025.0
942,22157.0
943,24918.0
944,14745.0
945,57501.0
946,52974.0
947,48829.0
948,54776.0
949,54016.0
950,0.0
951,21795.0
952,14085.0
953,39991.0
954,36597.0
955,57502.0
956,28911.0
957,27103.0
958,27520.0
959,21547.0
960,16339.0
961,315.0
962,60126.0
963,1704.0
964,17224.0
965,15179.0
966,51425.0
967,16052.0
968,33387.0
969,37003.0
970,8774.0
971,64789.0
972,49599.0
973,12749.0
974,11888.0
975,29328.0
976,51660.0
977,10927.0
978,32207.0
979,8337.0
980,19850.0
981,21756.0
982,21439.0
983,9754.0
984,27468.0
985,5257.0
986,48821.0
987,4429.0
988,30051.0
989,35239.0
990,52707.0
991,27870.0
992,60519.0
993,12900.0
994,15397.0
995,18731.0
996,19030.0
997,44802.0
998,31921.0
999,9539.0
1000,23074.0
1001,17724.0
1002,19384.0
1003,42015.0
1004,23136.0
1005,33455.0
1006,54391.0
1007,19332.0
1008,29897.0
1009,16952.0
1010,49752.0
1011,14825.0
1012,32326.0
1013,8671.0
1014,13708.0
1015,63620.0
1016,61452.0
1017,30312.0
1018,24430.0
1019,32851.0
1020,1065.0
1021,29489.0
1022,13639.0
1023,54355.0
1024,9970.0
1025,20705.0
1026,5948.0
1027,25165.0
1028,56229.0
1029,31735.0
1030,26333.0
1031,55708.0
1032,28418.0
1033,0.0
1034,39106.0
1035,46767.0
1036,26593.0
1037,46202.0
1038,8498.0
1039,50189.0
1040,39936.0
1041,10481.0
1042,60007.0
1043,52016.0
1044,28971.0
1045,5206.0
1046,48535.0
1047,57704.0
1048,27141.0
1049,52354.0
1050,20886.0
1051,19067.0
1052,38121.0
1053,61623.0
1054,2543.0
1055,25093.0
1056,57165.0
1057,8537.0
1058,17623.0
1059,44160.0
1060,20289.0
1061,23522.0
1062,16575.0
1063,24029.0
1064,63588.0
1065,27261.0
1066,31712.0
1067,41786.0
1068,22364.0
1069,19377.0
1070,13299.0
1071,26888.0
1072,28087.0
1073,16200.0
1074,30203.0
1075,49891.0
1076,5814.0
1077,15727.0
1078,61966.0
1079,46048.0
1080,62530.0
1081,32056.0
1082,27519.0
1083,15655.0
1084,18241.0
1085,18310.0
1086,9649.0
1087,18567.0
1088,44425.0
1089,3066.0
1090,13667.0
1091,30600.0
1092,22309.0
1093,34729.0
1094,35121.0
1095,62097.0
1096,21051.0
1097,63489.0
1098,21883.0
1099,18468.0
1100,22252.0
1101,24305.0
1102,22876.0
1103,31461.0
1104,23540.0
1105,8188.0
1106,40028.0
1107,26383.0
1108,55870.0
1109,33591.0
1110,40391.0
1111,14558.0
1112,19266.0
1113,27160.0
1114,61424.0
1115,23642.0
1116,0.0
1117,17326.0
1118,37748.0
1119,23301.0
1120,26187.0
1121,31567.0
1122,60172.0
1123,55419.0
1124,13162.0
1125,60636.0
1126,9793.0
1127,21982.0
1128,44100.0
1129,57464.0
1130,27655.0
1131,65243.0
1132,50552.0
1133,65149.0
1134,41868.0
1135,50422.0
1136,19157.0
1137,44816.0
1138,48489.0
1139,62287.0
1140,25211.0
1141,41022.0
1142,11452.0
1143,19943.0
1144,9470.0
1145,11768.0
1146,4790.0
1147,22516.0
1148,18087.0
1149,7631.0
1150,36147.0
1151,29564.0
1152,2344.0
1153,38125.0
1154,27074.0
1155,62889.0
1156,20734.0
1157,48046.0
1158,12716.0
1159,13520.0
1160,1769.0
1161,9750.0
1162,27106.0
1163,19081.0
1164,42175.0
1165,13283.0
1166,18117.0
1167,57729.0
1168,27168.0
1169,58794.0
1170,20890.0
1171,40798.0
1172,44034.0
1173,8845.0
1174,14251.0
1175,7583.0
1176,28727.0
1177,3602.0
1178,36566.0
1179,32038.0
1180,57166.0
1181,16796.0
1182,0.0
1183,6596.0
1184,25097.0
1185,49999.0
1186,19691.0
1187,21323.0
1188,22750.0
1189,0.0
1190,33317.0
1191,20855.0
1192,39997.0
1193,32762.0
1194,4844.0
1195,36858.0
1196,60657.0
1197,52065.0
1198,61534.0
1199,28114.0
1200,55149.0
1201,61057.0
1202,9687.0
1203,25564.0
1204,47863.0
1205,28436.0
1206,1248.0
1207,52612.0
1208,42810.0
1209,32362.0
1210,49786.0
1211,27469.0
1212,22250.0
1213,53555.0
1214,32301.0
1215,42763.0
1216,18820.0
1217,20593.0
1218,3341.0
1219,17137.0
1220,9185.0
1221,22092.0
1222,11051.0
1223,36839.0
1224,11241.0
1225,39734.0
1226,20127.0
1227,20069.0
1228,50189.0
1229,64176.0
1230,46770.0
1231,46446.0
1232,26960.0
1233,23950.0
1234,3724.0
1235,16745.0
1236,18678.0
1237,1679.0
1238,17755.0
1239,39323.0
1240,48915.0
1241,1838.0
1242,31105.0
1243,22616.0
1244,41408.0
1245,62286.0
1246,59263.0
1247,40050.0
1248,13748.0
1249,24270.0
1250,11206.0
1251,57191.0
1252,13375.0
1253,2624.0
1254,14063.0
1255,35479.0
1256,59002.0
1257,5434.0
1258,7547.0
1259,58868.0
1260,10205.0
1261,14026.0
1262,55240.0
1263,24790.0
1264,37928.0
1265,21070.0
1266,575.0
1267,11300.0
1268,17996.0
1269,45517.0
1270,29172.0
1271,61232.0
1272,32881.0
1273,16658.0
1274,32353.0
1275,20557.0
1276,8076.0
1277,25425.0
1278,15594.0
1279,23562.0
1280,46216.0
1281,19107.0
1282,18248.0
1283,54569.0
1284,9991.0
1285,38479.0
1286,53740.0
1287,12981.0
1288,59738.0
1289,7065.0
1290,9359.0
1291,7260.0
1292,11715.0
1293,53078.0
1294,17240.0
1295,27820.0
1296,13026.0
1297,22463.0
1298,14918.0
1299,24386.0
1300,29416.0
1301,13763.0
1302,50825.0
1303,16906.0
1304,3673.0
1305,32475.0
1306,50491.0
1307,61624.0
1308,51605.0
1309,64308.0
1310,20075.0
1311,33453.0
1312,62211.0
1313,25092.0
1314,6369.0
1315,86.0
1316,52992.0
1317,39761.0
1318,63826.0
1319,52779.0
1320,22748.0
1321,0.0
1322,47613.0
1323,65042.0
1324,12158.0
1325,44225.0
1326,904.0
1327,27953.0
1328,56167.0
1329,10340.0
1330,22656.0
1331,27913.0
1332,16686.0
1333,430.0
1334,37849.0
1335,0.0
1336,61826.0
1337,28907.0
1338,27437.0
1339,14261.0
1340,44423.0
1341,58770.0
1342,4749.0
1343,12610.0
1344,5064.0
1345,4700.0
1346,1972.0
1347,25071.0
1348,17650.0
1349,55029.0
1350,24043.0
1351,64857.0
1352,31453.0
1353,60569.0
1354,60584.0
1355,55501.0
1356,3570.0
1357,19399.0
1358,21607.0
1359,19092.0
1360,30726.0
1361,17835.0
1362,42696.0
1363,62665.0
1364,52588.0
1365,0.0
1366,61559.0
1367,64858.0
1368,15269.0
1369,0.0
1370,17933.0
1371,10279.0
1372,51676.0
1373,27049.0
1374,16451.0
1375,5551.0
1376,0.0
1377,27717.0
1378,50801.0
1379,1119.0
1380,38109.0
1381,61167.0
1382,0.0
1383,18983.0
1384,28522.0
1385,5623.0
1386,5035.0
1387,14671.0
1388,7629.0
1389,57081.0
1390,10478.0
1391,12454.0
1392,23021.0
1393,42946.0
1394,3170.0
1395,53073.0
1396,48211.0
1397,49968.0
1398,36639.0
1399,9661.0
1400,9614.0
1401,35537.0
1402,8630.0
1403,56141.0
1404,820.0
1405,42802.0
1406,50024.0
1407,55001.0
1408,7760.0
1409,3110.0
1410,17314.0
1411,27604.0
1412,51091.0
1413,4450.0
1414,18449.0
1415,23638.0
1416,58819.0
1417,4278.0
1418,26933.0
1419,43555.0
1420,53882.0
1421,14184.0
1422,31550.0
1423,29486.0
1424,11670.0
1425,17690.0
1426,69.0
1427,22136.0
1428,14077.0
1429,60188.0
1430,14403.0
1431,41779.0
1432,36839.0
1433,14385.0
1434,27693.0
1435,3612.0
1436,9545.0
1437,0.0
1438,27020.0
1439,47609.0
1440,18951.0
1441,0.0
1442,34708.0
1443,13265.0
1444,33278.0
1445,63821.0
1446,30524.0
1447,50062.0
1448,30449.0
1449,7739.0
1450,46020.0
1451,53228.0
1452,23789.0
1453,8111.0
1454,63249.0
1455,53151.0
1456,49660.0
1457,0.0
1458,8184.0
1459,38899.0
1460,48907.0
1461,18112.0
1462,26849.0
1463,19624.0
1464,26475.0
1465,61690.0
1466,3043.0
1467,56298.0
1468,22936.0
1469,13034.0
1470,41877.0
1471,20760.0
1472,26118.0
1473,29034.0
1474,54370.0
1475,8666.0
1476,14027.0
1477,36278.0
1478,22021.0
1479,48014.0
1480,39078.0
1481,3664.0
1482,32451.0
1483,22166.0
1484,3286.0
1485,12089.0
1486,32945.0
1487,9317.0
1488,61349.0
1489,17426.0
1490,17337.0
1491,26191.0
1492,50456.0
1493,13770.0
1494,63376.0
1495,27719.0
1496,59414.0
1497,19533.0
1498,22553.0
1499,8014.0
1500,55379.0
1501,20732.0
1502,19641.0
1503,12919.0
1504,16731.0
1505,38008.0
1506,40688.0
1507,13668.0
1508,41861.0
1509,37003.0
1510,40066.0
1511,51835.0
1512,23933.0
1513,11363.0
1514,24910.0
1515,27140.0
1516,53773.0
1517,33547.0
1518,50856.0
1519,58489.0
1520,13390.0
1521,1924.0
1522,8698.0
1523,51673.0
1524,45399.0
1525,4487.0
1526,24545.0
1527,19048.0
1528,23448.0
1529,3334.0
1530,58107.0
1531,5303.0
1532,16842.0
1533,48876.0
1534,1062.0
1535,2242.0
1536,27807.0
1537,0.0
1538,56346.0
1539,49392.0
1540,39541.0
1541,24294.0
1542,2378.0
1543,28353.0
1544,23093.0
1545,27994.0
1546,24474.0
1547,0.0
1548,34800.0
1549,54386.0
1550,7630.0
1551,3808.0
1552,57626.0
1553,23735.0
1554,24097.0
1555,27556.0
1556,48050.0
1557,9034.0
1558,50821.0
1559,26142.0
1560,27172.0
1561,36753.0
1562,41005.0
1563,7178.0
1564,28066.0
1565,23430.0
1566,21574.0
1567,29613.0
1568,20511.0
1569,52683.0
1570,19110.0
1571,11176.0
1572,61600.0
1573,30428.0
1574,12624.0
1575,23705.0
1576,5929.0
1577,52036.0
1578,51654.0
1579,41816.0
1580,53797.0
1581,1675.0
1582,30771.0
1583,26921.0
1584,13357.0
1585,21069.0
1586,13998.0
1587,18697.0
1588,5256.0
1589,24350.0
1590,21944.0
1591,3240.0
1592,25772.0
1593,56070.0
1594,23286.0
1595,20685.0
1596,57907.0
1597,25507.0
1598,51661.0
1599,28094.0
1600,50478.0
1601,20766.0
1602,22014.0
1603,18465.0
1604,55416.0
1605,6854.0
1606,28692.0
1607,54818.0
1608,44227.0
1609,20084.0
1610,25640.0
1611,13743.0
1612,7558.0
1613,52003.0
1614,47499.0
1615,8611.0
1616,25381.0
1617,24570.0
1618,32905.0
1619,37937.0
1620,9658.0
1621,790.0
1622,17189.0
1623,43504.0
1624,64479.0
1625,13042.0
1626,18081.0
1627,19856.0
1628,55246.0
1629,21696.0
1630,26677.0
1631,1545.0
1632,36280.0
1633,28417.0
1634,28737.0
1635,1433.0
1636,58343.0
1637,43144.0
1638,46927.0
1639,18825.0
1640,19081.0
1641,38641.0
1642,19974.0
1643,56490.0
1644,10882.0
1645,38123.0
1646,8541.0
1647,8427.0
1648,13352.0
1649,18308.0
1650,11452.0
1651,45879.0
1652,8666.0
1653,11967.0
1654,27919.0
1655,0.0
1656,0.0
1657,46517.0
1658,20854.0
1659,47756.0
1660,39323.0
1661,45224.0
1662,17489.0
1663,14521.0
1664,13656.0
1665,11561.0
1666,5206.0
1667,15875.0
1668,18078.0
1669,48126.0
1670,9630.0
1671,3831.0
1672,42566.0
1673,13185.0
1674,17151.0
1675,21265.0
1676,12077.0
1677,47140.0
1678,46663.0
1679,14027.0
1680,55153.0
1681,24689.0
1682,25433.0
1683,13374.0
1684,29209.0
1685,13566.0
1686,61151.0
1687,20769.0
1688,17331.0
1689,65153.0
1690,14021.0
1691,17016.0
1692,61426.0
1693,14835.0
1694,8851.0
1695,57520.0
1696,32692.0
1697,39732.0
1698,51563.0
1699,0.0
1700,42901.0
1701,63606.0
1702,59432.0
1703,2427.0
1704,58574.0
1705,49955.0
1706,851.0
1707,42880.0
1708,59426.0
1709,62783.0
1710,57296.0
1711,24802.0
1712,52266.0
1713,2473.0
1714,42660.0
1715,62278.0
1716,49383.0
1717,18497.0
1718,23646.0
1719,24391.0
1720,42213.0
1721,24041.0
1722,38233.0
1723,19206.0
1724,57310.0
1725,62047.0
1726,61175.0
1727,45497.0
1728,62448.0
1729,32770.0
1730,21035.0
1731,62917.0
1732,46518.0
1733,38019.0
1734,11699.0
1735,22772.0
1736,27380.0
1737,24701.0
1738,17217.0
1739,27791.0
1740,38685.0
1741,8456.0
1742,47584.0
1743,17650.0
1744,18952.0
1745,14545.0
1746,8301.0
1747,48854.0
1748,26996.0
1749,17184.0
1750,14298.0
1751,16160.0
1752,25580.0
1753,28235.0
1754,23621.0
1755,26522.0
1756,20719.0
1757,11391.0
1758,899.0
1759,26416.0
1760,17174.0
1761,38306.0
1762,27279.0
1763,27003.0
1764,18943.0
1765,20764.0
1766,8714.0
1767,8599.0
1768,60347.0
1769,1629.0
1770,12105.0
1771,48200.0
1772,39365.0
1773,57906.0
1774,39438.0
1775,22325.0
1776,36198.0
1777,14082.0
1778,31239.0
1779,24181.0
1780,49658.0
1781,57166.0
1782,46888.0
1783,39755.0
1784,20324.0
1785,20991.0
1786,5504.0
1787,23918.0
1788,17706.0
1789,57525.0
1790,0.0
1791,27928.0
1792,46862.0
1793,17389.0
1794,33681.0
1795,45522.0
1796,42573.0
1797,46946.0
1798,1342.0
1799,22571.0
1800,23179.0
1801,7242.0
1802,59348.0
1803,20786.0
1804,32308.0
1805,43580.0
1806,32060.0
1807,34182.0
1808,24750.0
1809,22533.0
1810,43165.0
1811,46390.0
1812,32431.0
1813,33784.0
1814,31729.0
1815,49762.0
1816,6573.0
1817,21985.0
1818,34057.0
1819,29904.0
1820,47563.0
1821,26401.0
1822,23149.0
1823,57880.0
1824,47655.0
1825,5154.0
1826,26682.0
1827,36510.0
1828,28099.0
1829,24100.0
1830,1157.0
1831,43135.0
1832,41220.0
1833,3801.0
1834,57562.0
1835,26290.0
1836,35247.0
1837,16419.0
1838,9942.0
1839,50061.0
1840,25791.0
1841,41892.0
1842,54694.0
1843,47700.0
1844,24930.0
1845,34011.0
1846,59536.0
1847,36996.0
1848,22164.0
1849,1678.0
1850,36414.0
1851,20937.0
1852,30461.0
1853,63603.0
1854,20325.0
1855,18789.0
1856,62697.0
1857,22318.0
1858,52563.0
1859,27614.0
1860,29623.0
1861,24611.0
1862,2191.0
1863,16355.0
1864,9612.0
1865,53881.0
1866,59526.0
1867,50222.0
1868,40810.0
1869,33134.0
1870,2471.0
1871,49399.0
1872,46518.0
1873,21106.0
1874,8756.0
1875,61931.0
1876,56340.0
1877,43116.0
1878,60664.0
1879,54787.0
