,len_original,ip_id,total_length,fragment_offset,ip_src,ip_dst,tcp_src,tcp_dst,tcp_seq_no,tcp_ack_no,tcp_data_off,tcp_window
1244,66.0,41407.0,32.0,64.0,1550098151.0,3232236018.0,58043.0,51413.0,1779095502.0,3447327685.0,8.0,502.0
1245,66.0,0.0,32.0,64.0,3232236018.0,1297068462.0,51413.0,58777.0,3263731235.0,3082904397.0,8.0,5840.0
1246,66.0,59262.0,32.0,64.0,3103937295.0,3232236018.0,443.0,34434.0,768787668.0,2650261500.0,8.0,501.0
1247,66.0,40049.0,32.0,64.0,3163521515.0,3232236018.0,62312.0,51413.0,522634806.0,0.0,8.0,64240.0
1248,715.0,13747.0,681.0,64.0,3266588808.0,3232235911.0,37000.0,3389.0,1957380569.0,670166819.0,5.0,1021.0
1249,66.0,24269.0,32.0,64.0,3103937295.0,3232236018.0,443.0,59745.0,1235113731.0,2451474891.0,8.0,501.0
1250,60.0,11205.0,20.0,64.0,3232236018.0,1597557096.0,51413.0,1692.0,2642083861.0,4083656477.0,5.0,1460.0
1251,66.0,57190.0,32.0,64.0,1833151421.0,3232236018.0,60025.0,51413.0,3748414425.0,0.0,8.0,65535.0
1252,507.0,13374.0,473.0,64.0,3103937295.0,3232236018.0,443.0,35778.0,3933455561.0,1188643386.0,8.0,502.0
1253,74.0,2623.0,40.0,64.0,1509509850.0,3232236018.0,45333.0,51413.0,2764233416.0,0.0,10.0,65280.0
1254,122.0,9804.0,88.0,64.0,1307564110.0,3232236018.0,12642.0,51413.0,3732073928.0,1443289302.0,5.0,517.0
1255,113.0,35478.0,79.0,64.0,3232235911.0,3113450631.0,3389.0,56325.0,3733237727.0,2584804813.0,5.0,63426.0
1256,66.0,0.0,32.0,64.0,3232236018.0,1606358516.0,51413.0,56481.0,1804267847.0,3436567065.0,8.0,5840.0
1257,71.0,5433.0,37.0,64.0,1746235393.0,3232236018.0,80.0,56031.0,631964110.0,437720148.0,8.0,9.0
1258,66.0,7546.0,32.0,64.0,3113450631.0,3232235911.0,61132.0,3389.0,2057093515.0,0.0,8.0,64240.0
1259,595.0,58867.0,561.0,64.0,1336203698.0,3232236018.0,64151.0,51413.0,378703274.0,432033687.0,5.0,513.0
1260,97.0,10204.0,63.0,64.0,64075654.0,3232235981.0,443.0,48367.0,2240167703.0,3350961556.0,8.0,425.0
1261,432.0,14025.0,398.0,64.0,3232236018.0,3103937295.0,59791.0,443.0,835954688.0,1315132044.0,8.0,1174.0
1262,66.0,55239.0,32.0,64.0,3232236018.0,1868205338.0,51095.0,443.0,4010270421.0,4091765868.0,8.0,1174.0
1263,66.0,24789.0,32.0,64.0,3232235911.0,3266588808.0,3389.0,31512.0,1870662566.0,1199959851.0,8.0,64000.0
1264,66.0,37927.0,32.0,64.0,3232236018.0,1746214913.0,46865.0,80.0,995097061.0,3282381931.0,8.0,1460.0
1265,66.0,21069.0,32.0,64.0,1868205338.0,3232236018.0,443.0,36479.0,2477363889.0,4065894188.0,8.0,501.0
1266,259.0,574.0,225.0,64.0,3109781354.0,3232235911.0,53736.0,3389.0,4239392331.0,1479199775.0,5.0,1026.0
1267,97.0,11243.0,63.0,64.0,1539810068.0,3232235911.0,57328.0,3389.0,349199258.0,713395910.0,5.0,1026.0
1268,54.0,17995.0,20.0,64.0,3155278713.0,3232236018.0,3269.0,51413.0,3154205283.0,2596276523.0,5.0,1026.0
1269,66.0,0.0,32.0,64.0,3232236018.0,2918177037.0,51413.0,23807.0,1203990526.0,2521772879.0,8.0,5840.0
1270,54.0,29171.0,20.0,64.0,3113450631.0,3232235911.0,61487.0,3389.0,950511212.0,644089823.0,5.0,8212.0
1271,66.0,61231.0,32.0,64.0,3265188040.0,3232236018.0,53385.0,51413.0,2370806614.0,0.0,8.0,65535.0
1272,74.0,32880.0,40.0,64.0,3164983905.0,3232236018.0,54354.0,51413.0,385497166.0,0.0,10.0,7300.0
1273,74.0,0.0,40.0,64.0,3103937295.0,3232236018.0,443.0,34421.0,306809164.0,2411973727.0,10.0,65160.0
1274,259.0,32352.0,225.0,64.0,3271810869.0,3232235911.0,65205.0,3389.0,4187390701.0,1785932029.0,5.0,1026.0
1275,74.0,20556.0,40.0,64.0,3253706904.0,3232236018.0,45492.0,51413.0,3478515190.0,0.0,10.0,64240.0
1276,74.0,8075.0,40.0,64.0,1522333864.0,3232236018.0,47449.0,51413.0,3651887257.0,0.0,10.0,65340.0
1277,66.0,25424.0,32.0,64.0,1595525354.0,3232236018.0,62777.0,51413.0,2714723658.0,0.0,8.0,64240.0
1278,66.0,0.0,32.0,64.0,3232236018.0,3278027714.0,51413.0,63410.0,1598046213.0,3249987064.0,8.0,5840.0
1279,66.0,23561.0,32.0,64.0,780906524.0,3232236018.0,54470.0,51413.0,792642311.0,0.0,8.0,8192.0
1280,74.0,46215.0,40.0,64.0,1380103521.0,3232236018.0,38737.0,51413.0,3696064578.0,0.0,10.0,65535.0
1281,54.0,19106.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671893604.0,2723684358.0,5.0,6145.0
1282,54.0,18247.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671890858.0,2721048965.0,5.0,6145.0
1283,66.0,54568.0,32.0,64.0,3104298502.0,3232235911.0,51647.0,3389.0,1732699344.0,0.0,8.0,64240.0
1284,329.0,9990.0,295.0,64.0,1868205338.0,3232236018.0,443.0,36508.0,283120859.0,1328512590.0,8.0,503.0
1285,54.0,38478.0,20.0,64.0,1332716087.0,3232236018.0,60640.0,51413.0,2892858022.0,3337104149.0,5.0,1026.0
1286,66.0,53737.0,32.0,64.0,634790624.0,3232236018.0,9346.0,51413.0,2373113497.0,0.0,8.0,64240.0
1287,715.0,12980.0,681.0,64.0,3113450741.0,3232235911.0,55673.0,3389.0,1895767625.0,2816803322.0,5.0,8207.0
1288,54.0,59737.0,20.0,64.0,1332716087.0,3232236018.0,53332.0,51413.0,805665006.0,2432847721.0,5.0,1026.0
1289,66.0,6904.0,32.0,64.0,94752878.0,3232236018.0,59624.0,51413.0,2961206258.0,0.0,8.0,8192.0
1290,73.0,9358.0,39.0,64.0,3232235911.0,3104298607.0,3389.0,13206.0,3101878579.0,4169785065.0,5.0,63957.0
1291,504.0,7259.0,470.0,64.0,3103937295.0,3232236018.0,443.0,35741.0,1601455431.0,3777797373.0,8.0,504.0
1292,54.0,11714.0,20.0,64.0,866857710.0,3232236018.0,55892.0,51413.0,3509493042.0,3179181500.0,5.0,513.0
1293,66.0,53077.0,32.0,64.0,3232236018.0,3103937295.0,35740.0,443.0,3790066622.0,2592989051.0,8.0,1174.0
1294,71.0,17239.0,37.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671887712.0,2718031917.0,5.0,6145.0
1295,74.0,0.0,40.0,64.0,3232236018.0,2503137514.0,51413.0,29358.0,669311768.0,1264187919.0,10.0,5792.0
1296,319.0,13025.0,285.0,64.0,2960540790.0,3232236018.0,6802.0,51413.0,3401641924.0,4211452817.0,5.0,64240.0
1297,74.0,22462.0,40.0,64.0,3232236018.0,1295205940.0,38787.0,51413.0,2761069599.0,0.0,10.0,5840.0
1298,505.0,14917.0,471.0,64.0,3103937295.0,3232236018.0,443.0,55458.0,1499879551.0,2821143955.0,8.0,501.0
1299,74.0,24384.0,40.0,64.0,1746728843.0,3232236018.0,63747.0,51413.0,3043792719.0,0.0,10.0,65535.0
1300,66.0,29415.0,32.0,64.0,3232236018.0,3103937295.0,34504.0,443.0,3962214133.0,4039697814.0,8.0,1313.0
1301,139.0,13762.0,105.0,64.0,3266588808.0,3232235911.0,25367.0,3389.0,2322284238.0,892915093.0,5.0,1022.0
1302,66.0,50824.0,32.0,64.0,3104298608.0,3232235911.0,44856.0,3389.0,1595074790.0,0.0,8.0,64240.0
1303,54.0,16905.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671886726.0,2717058640.0,5.0,6145.0
1304,97.0,3672.0,63.0,64.0,3113450748.0,3232235911.0,64832.0,3389.0,2028944179.0,818557695.0,5.0,8212.0
1305,405.0,32474.0,371.0,64.0,2989379893.0,3232236018.0,3980.0,51413.0,3091926140.0,1989402022.0,5.0,516.0
1306,74.0,50490.0,40.0,64.0,1333788239.0,3232236018.0,16246.0,51413.0,819338403.0,0.0,10.0,64240.0
1307,73.0,61623.0,39.0,64.0,3232235911.0,3337925018.0,3389.0,5771.0,571187156.0,1360584084.0,5.0,63953.0
1308,54.0,51604.0,20.0,64.0,3113450631.0,3232235911.0,59964.0,3389.0,2798420949.0,886993766.0,5.0,8212.0
1309,66.0,64307.0,32.0,64.0,84035619.0,3232236018.0,59719.0,51413.0,1238819288.0,2241665885.0,8.0,502.0
1310,54.0,20073.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671896647.0,2726594704.0,5.0,6145.0
1311,583.0,33452.0,549.0,64.0,3232236018.0,3103937295.0,59788.0,443.0,823202069.0,841832722.0,8.0,1460.0
1312,66.0,0.0,32.0,64.0,3232236018.0,1991131789.0,51413.0,64975.0,616709229.0,3400585885.0,8.0,5840.0
1313,66.0,25091.0,32.0,64.0,3232236018.0,1746214913.0,46813.0,80.0,2579713369.0,545588149.0,8.0,1309.0
1314,380.0,6368.0,346.0,64.0,3109781367.0,3232235911.0,46608.0,3389.0,65554651.0,1517494997.0,5.0,1023.0
1315,66.0,82.0,32.0,64.0,39748786.0,3232236018.0,57320.0,51413.0,589421849.0,0.0,8.0,64240.0
1316,501.0,52991.0,467.0,64.0,1495213641.0,3232236018.0,19241.0,51413.0,352478213.0,1651177874.0,5.0,1026.0
1317,97.0,39760.0,63.0,64.0,3104298502.0,3232235911.0,32143.0,3389.0,105939350.0,2851892984.0,5.0,1026.0
1318,54.0,63825.0,20.0,64.0,3155919068.0,3232236018.0,61843.0,51413.0,1706837419.0,748333297.0,5.0,1026.0
1319,66.0,0.0,32.0,64.0,3232236018.0,32196407.0,51413.0,13225.0,2505530637.0,4029915001.0,8.0,5840.0
1320,54.0,22747.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671904630.0,2734289664.0,5.0,6140.0
1321,74.0,0.0,40.0,64.0,3232236018.0,2997142748.0,51413.0,39296.0,1906596773.0,2072338080.0,10.0,5792.0
1322,54.0,47612.0,20.0,64.0,1559683029.0,3232236018.0,60002.0,51413.0,1441818380.0,3607952493.0,5.0,1026.0
1323,97.0,65041.0,63.0,64.0,3582715640.0,3232235911.0,64697.0,3389.0,924197256.0,547879004.0,5.0,255.0
1324,139.0,12157.0,105.0,64.0,3266588808.0,3232235911.0,46001.0,3389.0,3402680384.0,3731622229.0,5.0,1022.0
1325,122.0,44224.0,88.0,0.0,2783425924.0,3232236018.0,51991.0,51413.0,1027570016.0,1668049756.0,5.0,256.0
1326,66.0,903.0,32.0,64.0,3232235911.0,3113450594.0,3389.0,59548.0,3707260051.0,777651548.0,8.0,64000.0
1327,54.0,27473.0,20.0,64.0,3109902730.0,3232235911.0,1197.0,3389.0,2737496015.0,1825506248.0,5.0,1023.0
1328,117.0,56166.0,83.0,64.0,1868205338.0,3232236018.0,443.0,34284.0,1892042390.0,3533894108.0,8.0,505.0
1329,66.0,0.0,32.0,64.0,3232236018.0,1540243453.0,51413.0,57938.0,1334533661.0,1130162939.0,8.0,5840.0
1330,423.0,22655.0,389.0,64.0,85129462.0,3232236018.0,12531.0,51413.0,2806014381.0,1615070551.0,5.0,1026.0
1331,66.0,27892.0,32.0,64.0,1566487852.0,3232236018.0,33878.0,51413.0,2148462887.0,0.0,8.0,8192.0
1332,66.0,0.0,32.0,64.0,3232236018.0,1409469351.0,51413.0,55851.0,4110422394.0,1721631641.0,8.0,5840.0
1333,74.0,429.0,40.0,64.0,3118497862.0,3232235911.0,36432.0,3389.0,153007437.0,0.0,10.0,29200.0
1334,66.0,37848.0,32.0,64.0,3103937295.0,3232236018.0,443.0,59803.0,2556910191.0,823009021.0,8.0,506.0
1335,66.0,0.0,32.0,64.0,3232236018.0,417605553.0,51413.0,51791.0,1236515810.0,816376461.0,8.0,5840.0
1336,54.0,61825.0,20.0,64.0,3117103159.0,3232236018.0,51040.0,51413.0,2424409193.0,491769047.0,5.0,8.0
1337,66.0,28906.0,32.0,64.0,1295152931.0,3232236018.0,28772.0,51413.0,602907663.0,0.0,8.0,65535.0
1338,54.0,27436.0,20.0,64.0,3337925018.0,3232235911.0,42754.0,3389.0,2456721148.0,3340844658.0,5.0,1022.0
1339,54.0,14260.0,20.0,64.0,3256619265.0,3232236018.0,64064.0,51413.0,3077010360.0,1977260306.0,5.0,516.0
1340,74.0,0.0,40.0,64.0,3232236018.0,2503137514.0,51413.0,10383.0,1922807716.0,1733558548.0,10.0,5792.0
1341,74.0,58769.0,40.0,64.0,532323972.0,3232236018.0,1341.0,51413.0,4208913138.0,0.0,10.0,64240.0
1342,259.0,4748.0,225.0,64.0,3109781367.0,3232235911.0,38221.0,3389.0,3219488169.0,1946768497.0,5.0,1026.0
1343,896.0,12609.0,862.0,64.0,3232235911.0,3650768115.0,3389.0,52832.0,2603632714.0,3266997333.0,5.0,63752.0
1344,66.0,5063.0,32.0,64.0,3159084801.0,3232236018.0,54211.0,51413.0,2265016814.0,0.0,8.0,64240.0
1345,66.0,4699.0,32.0,64.0,2997390318.0,3232236018.0,60851.0,51413.0,1097945860.0,0.0,8.0,64240.0
1346,54.0,1971.0,20.0,64.0,1604690956.0,3232236018.0,54221.0,51413.0,418238564.0,1511151583.0,5.0,1026.0
1347,97.0,25070.0,63.0,64.0,3232235981.0,64075654.0,48367.0,443.0,3350961277.0,2240167455.0,8.0,4171.0
1348,66.0,0.0,32.0,64.0,3232236018.0,1593642854.0,51413.0,55525.0,1107926885.0,95144125.0,8.0,5840.0
1349,97.0,55028.0,63.0,64.0,3104298608.0,3232235911.0,49351.0,3389.0,3540542394.0,642970909.0,5.0,1026.0
1350,66.0,24042.0,32.0,64.0,3271810869.0,3232235911.0,49854.0,3389.0,750406383.0,0.0,8.0,64240.0
1351,66.0,0.0,32.0,64.0,3232236018.0,1845249776.0,51413.0,2299.0,1989086359.0,2859871231.0,8.0,5840.0
1352,122.0,31452.0,88.0,64.0,1587444916.0,3232236018.0,51492.0,51413.0,1394141739.0,1229090830.0,5.0,1026.0
1353,74.0,0.0,40.0,64.0,3232236018.0,2503137514.0,51413.0,43899.0,1400442810.0,2788726871.0,10.0,5792.0
1354,396.0,60583.0,362.0,64.0,3232236018.0,1746235393.0,53424.0,80.0,250476510.0,693283440.0,8.0,1308.0
1355,380.0,55500.0,346.0,64.0,3271810869.0,3232235911.0,54657.0,3389.0,3846390105.0,3884654714.0,5.0,1023.0
1356,66.0,3568.0,32.0,64.0,3106540651.0,3232235911.0,49869.0,3389.0,57430298.0,0.0,8.0,8192.0
1357,60.0,19398.0,20.0,64.0,3232236018.0,1410415786.0,51413.0,57147.0,926535900.0,2789113311.0,5.0,1728.0
1358,54.0,21606.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671901221.0,2731017467.0,5.0,6145.0
1359,54.0,19091.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671893570.0,2723631614.0,5.0,6145.0
1360,66.0,30725.0,32.0,64.0,622193507.0,3232236018.0,62690.0,51413.0,2971354211.0,0.0,8.0,64240.0
1361,54.0,17834.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671889583.0,2719789396.0,5.0,6145.0
1362,590.0,42695.0,556.0,0.0,3420118189.0,3232236018.0,5720.0,51413.0,750398328.0,806002883.0,5.0,1026.0
1363,74.0,62664.0,40.0,64.0,2323410575.0,3232236018.0,40006.0,51413.0,2608889032.0,0.0,10.0,65535.0
1364,54.0,52587.0,20.0,64.0,2959411001.0,3232236018.0,1701.0,51413.0,2092634886.0,2774676634.0,5.0,255.0
1365,60.0,21630.0,20.0,64.0,3232236018.0,3315571814.0,51413.0,54400.0,1185490663.0,476923398.0,5.0,1460.0
1366,329.0,61558.0,295.0,64.0,1868205338.0,3232236018.0,443.0,36482.0,3013898695.0,72570066.0,8.0,501.0
1367,66.0,0.0,32.0,64.0,3232236018.0,3420118189.0,51413.0,14304.0,1099048498.0,2541004886.0,8.0,5840.0
1368,66.0,15268.0,32.0,64.0,3271810869.0,3232235911.0,52417.0,3389.0,1895866056.0,0.0,8.0,64240.0
1369,66.0,0.0,32.0,64.0,3232236018.0,3223591817.0,51413.0,49162.0,968843759.0,3772999061.0,8.0,5840.0
1370,380.0,17932.0,346.0,64.0,3104298608.0,3232235911.0,55695.0,3389.0,3126457840.0,3009482314.0,5.0,1023.0
1371,380.0,10278.0,346.0,64.0,1053665586.0,3232235911.0,57038.0,3389.0,744850157.0,431464590.0,5.0,1023.0
1372,66.0,51675.0,32.0,64.0,1425030127.0,3232236018.0,61288.0,51413.0,1993529074.0,0.0,8.0,65535.0
1373,60.0,27048.0,20.0,64.0,3232235911.0,3271810869.0,3389.0,64204.0,1139433822.0,3038828744.0,5.0,62664.0
1374,66.0,0.0,32.0,64.0,3232236018.0,781621079.0,51413.0,57949.0,1892899172.0,4224679398.0,8.0,5840.0
1375,66.0,5545.0,32.0,64.0,3106540651.0,3232235911.0,54077.0,3389.0,2610968442.0,0.0,8.0,8192.0
1376,60.0,29228.0,20.0,64.0,3232236018.0,1593642854.0,51413.0,61608.0,3295466650.0,4045249372.0,5.0,1460.0
1377,73.0,27716.0,39.0,64.0,3232235911.0,3271810869.0,3389.0,50763.0,3314616126.0,92969247.0,5.0,63957.0
1378,60.0,50800.0,20.0,64.0,3232236018.0,2956872728.0,51413.0,1968.0,1185395945.0,193946948.0,5.0,1460.0
1379,896.0,1118.0,862.0,64.0,3232235911.0,3113450594.0,3389.0,52471.0,1919376308.0,1271131480.0,5.0,63752.0
1380,66.0,38108.0,32.0,64.0,94789455.0,3232236018.0,57188.0,51413.0,990197127.0,0.0,8.0,65535.0
1381,66.0,0.0,32.0,64.0,3232236018.0,3105916654.0,51413.0,60045.0,4047803954.0,3974014766.0,8.0,5840.0
1382,74.0,0.0,40.0,64.0,3232236018.0,1746722910.0,51413.0,54754.0,652910093.0,2189442038.0,10.0,5792.0
1383,54.0,18982.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671893230.0,2723311654.0,5.0,6145.0
1384,73.0,28521.0,39.0,64.0,3232235911.0,3271810869.0,3389.0,64629.0,607376254.0,2644253922.0,5.0,63957.0
1385,66.0,5622.0,32.0,64.0,3232236018.0,648194247.0,51413.0,43620.0,4164502572.0,272693271.0,8.0,1448.0
1386,504.0,5034.0,470.0,64.0,3103937295.0,3232236018.0,443.0,59790.0,3693273091.0,828625493.0,8.0,504.0
1387,485.0,14670.0,451.0,64.0,1868205338.0,3232236018.0,443.0,44272.0,4150915077.0,2730801656.0,8.0,501.0
1388,97.0,7628.0,63.0,64.0,3271810869.0,3232235911.0,60444.0,3389.0,3450032912.0,2365344018.0,5.0,1026.0
1389,66.0,57080.0,32.0,64.0,3113350593.0,3232236018.0,53859.0,51413.0,1319634458.0,0.0,8.0,64480.0
1390,192.0,10477.0,158.0,64.0,3232236018.0,3103937295.0,59821.0,443.0,1552584476.0,2309817999.0,8.0,1174.0
1391,74.0,0.0,40.0,64.0,3232236018.0,1442699587.0,51413.0,60737.0,2555815147.0,1914194020.0,10.0,5792.0
1392,54.0,23020.0,20.0,64.0,757797844.0,3232236018.0,51845.0,51413.0,3671905412.0,2735043926.0,5.0,6145.0
1393,715.0,42945.0,681.0,64.0,3113450631.0,3232235911.0,50480.0,3389.0,2417125090.0,1687125722.0,5.0,1021.0
1394,139.0,3169.0,105.0,64.0,3113450594.0,3232235911.0,53560.0,3389.0,1778811599.0,2607647346.0,5.0,8208.0
1395,430.0,53072.0,396.0,64.0,3232236018.0,3103937295.0,35740.0,443.0,3790065896.0,2592988074.0,8.0,1174.0
1396,60.0,48210.0,20.0,64.0,3232236018.0,1336761841.0,51413.0,24125.0,3766330642.0,136455153.0,5.0,1460.0
1397,66.0,49967.0,32.0,64.0,2454087654.0,3232236018.0,58066.0,51413.0,1677046375.0,0.0,8.0,64240.0
1398,122.0,36637.0,88.0,64.0,3128969136.0,3232236018.0,65071.0,51413.0,2183585319.0,3281242255.0,5.0,1029.0
1399,97.0,9660.0,63.0,64.0,3271810869.0,3232235911.0,60727.0,3389.0,2570202706.0,3263455706.0,5.0,1026.0
1400,54.0,9613.0,20.0,64.0,1409469351.0,3232236018.0,57483.0,51413.0,3431788195.0,94924326.0,5.0,1026.0
1401,651.0,35536.0,617.0,64.0,1746214913.0,3232236018.0,80.0,45642.0,2458445113.0,2743005507.0,8.0,9.0
1402,74.0,0.0,40.0,64.0,3232236018.0,761165710.0,51413.0,8367.0,685355490.0,2682898998.0,10.0,5792.0
1403,74.0,56140.0,40.0,64.0,1746728320.0,3232236018.0,61206.0,51413.0,2451884440.0,0.0,10.0,65535.0
1404,134.0,819.0,100.0,64.0,3119801427.0,3232236018.0,36728.0,51413.0,2859200514.0,685625832.0,8.0,502.0
1405,66.0,42801.0,32.0,64.0,3232236018.0,3103937295.0,59677.0,443.0,1511104606.0,153066944.0,8.0,947.0
1406,66.0,50023.0,32.0,64.0,3232235911.0,3109781354.0,3389.0,56259.0,949331920.0,2005441744.0,8.0,64000.0
1407,66.0,55000.0,32.0,64.0,1495213641.0,3232236018.0,19291.0,51413.0,4287654384.0,0.0,8.0,64240.0
1408,54.0,7759.0,20.0,64.0,2960954026.0,3232236018.0,52803.0,51413.0,1073673760.0,2044623216.0,5.0,1026.0
1409,154.0,3109.0,120.0,64.0,3117154702.0,3232236018.0,49716.0,51413.0,2172773441.0,444212689.0,5.0,513.0
1410,378.0,17313.0,344.0,64.0,1868205338.0,3232236018.0,443.0,51052.0,1622907727.0,2531836917.0,8.0,501.0
1411,66.0,27603.0,32.0,64.0,3232235911.0,3271810869.0,3389.0,55128.0,2969299186.0,1726298150.0,8.0,64000.0
1412,66.0,51090.0,32.0,64.0,1593644602.0,3232236018.0,49860.0,51413.0,1723836877.0,0.0,8.0,64240.0
1413,117.0,4449.0,83.0,64.0,3232236018.0,3103937295.0,59713.0,443.0,1554853177.0,271389681.0,8.0,1422.0
1414,66.0,18448.0,32.0,64.0,3232236018.0,765246493.0,51413.0,57195.0,3770235336.0,2369176103.0,8.0,1448.0
1415,60.0,23637.0,20.0,64.0,3232236018.0,2335128571.0,51413.0,23209.0,231912329.0,4167026677.0,5.0,1460.0
1416,66.0,58818.0,32.0,64.0,3232236018.0,3103937295.0,34508.0,443.0,3962963925.0,3145871039.0,8.0,1301.0
1417,66.0,4277.0,32.0,64.0,3232236018.0,84035619.0,51413.0,54623.0,360372654.0,1913139200.0,8.0,1448.0
1418,66.0,26932.0,32.0,64.0,634798739.0,3232236018.0,3310.0,51413.0,2301823232.0,0.0,8.0,64240.0
1419,66.0,43554.0,32.0,64.0,3104298502.0,3232235911.0,50434.0,3389.0,2606864249.0,0.0,8.0,64240.0
1420,74.0,53881.0,40.0,64.0,3232236018.0,3103937295.0,37148.0,443.0,531607658.0,0.0,10.0,5840.0
1421,60.0,14183.0,20.0,64.0,3232236018.0,1559683029.0,51413.0,61262.0,904934829.0,1493724896.0,5.0,1728.0
1422,66.0,31549.0,32.0,64.0,3232236018.0,773658918.0,51413.0,16297.0,3451891690.0,3779608608.0,8.0,1448.0
1423,54.0,29485.0,20.0,64.0,2997392390.0,3232236018.0,58382.0,51413.0,2483390179.0,1690961725.0,5.0,513.0
1424,60.0,11669.0,20.0,64.0,3232236018.0,1596959238.0,51413.0,55201.0,2528149360.0,1459815973.0,5.0,1460.0
1425,66.0,17689.0,32.0,64.0,1500327481.0,3232236018.0,16884.0,51413.0,297682317.0,0.0,8.0,64240.0
1426,97.0,68.0,63.0,64.0,1358106142.0,3232235911.0,53031.0,3389.0,2832065064.0,59243807.0,5.0,256.0
1427,54.0,22135.0,20.0,64.0,1540134489.0,3232236018.0,54515.0,51413.0,4272924894.0,594816443.0,5.0,513.0
1428,66.0,14076.0,32.0,64.0,3232236018.0,3103937295.0,34572.0,443.0,1056652592.0,231396474.0,8.0,1174.0
1429,257.0,60187.0,223.0,64.0,84466963.0,3232236018.0,28374.0,51413.0,531103358.0,299143077.0,5.0,64240.0
1430,60.0,14402.0,20.0,64.0,3232235911.0,3104298608.0,3389.0,24486.0,2275744222.0,1179911824.0,5.0,62680.0
1431,259.0,41778.0,225.0,64.0,3113450631.0,3232235911.0,64515.0,3389.0,3029836330.0,3225003036.0,5.0,8212.0
1432,66.0,36838.0,32.0,64.0,3104298608.0,3232235911.0,23523.0,3389.0,623587101.0,0.0,8.0,64240.0
1433,66.0,14384.0,32.0,64.0,2989378748.0,3232236018.0,2323.0,51413.0,2840443419.0,0.0,8.0,64240.0
1434,60.0,27692.0,20.0,64.0,3232235911.0,3271810869.0,3389.0,51760.0,295871785.0,2165397691.0,5.0,62664.0
1435,122.0,3611.0,88.0,0.0,1359269155.0,3232236018.0,13384.0,51413.0,2413235821.0,1144229416.0,5.0,1026.0
1436,380.0,9544.0,346.0,64.0,3113450594.0,3232235911.0,56616.0,3389.0,2616456251.0,1921045562.0,5.0,8209.0
1437,66.0,11799.0,32.0,64.0,3488735855.0,3232236018.0,6969.0,52138.0,2238277357.0,2053448850.0,8.0,501.0
1438,372.0,27019.0,338.0,64.0,3337925018.0,3232235911.0,36298.0,3389.0,3239450871.0,3593780974.0,5.0,1023.0
1439,66.0,47608.0,32.0,64.0,1559683029.0,3232236018.0,59880.0,51413.0,1816166717.0,0.0,8.0,64240.0
1440,504.0,18950.0,470.0,64.0,3103937295.0,3232236018.0,443.0,59704.0,1573589968.0,1538722954.0,8.0,503.0
1441,74.0,0.0,40.0,64.0,3232236018.0,1307505680.0,51413.0,34182.0,4031945234.0,1587903308.0,10.0,5792.0
1442,60.0,34707.0,20.0,64.0,3232236018.0,3582609462.0,51413.0,64710.0,3638845013.0,2573957413.0,5.0,1728.0
1443,66.0,13264.0,32.0,64.0,3232236018.0,787010452.0,51413.0,34750.0,1871325960.0,1318764319.0,8.0,1716.0
1444,60.0,33277.0,20.0,64.0,3232236018.0,1362709730.0,51413.0,36042.0,2558399918.0,1919850530.0,5.0,1460.0
1445,73.0,63819.0,39.0,64.0,3232235911.0,3109902730.0,3389.0,55730.0,1078192930.0,4083726348.0,5.0,63957.0
1446,66.0,0.0,32.0,64.0,3232236018.0,3170088552.0,51413.0,19267.0,2119008814.0,3834342524.0,8.0,5840.0
1447,113.0,50061.0,79.0,64.0,3232235911.0,3109781354.0,3389.0,50803.0,1071554654.0,1755693724.0,5.0,63426.0
1448,66.0,30448.0,32.0,64.0,1539826548.0,3232236018.0,35888.0,51413.0,655116624.0,1218977310.0,8.0,11.0
1449,113.0,7738.0,79.0,64.0,3232235911.0,3106540651.0,3389.0,60707.0,3057823384.0,2921423047.0,5.0,63426.0
1450,66.0,0.0,32.0,64.0,3232236018.0,1409469351.0,51413.0,58071.0,1358713350.0,188204533.0,8.0,5840.0
1451,74.0,53227.0,40.0,64.0,84035619.0,3232236018.0,51683.0,51413.0,3155556952.0,0.0,10.0,64240.0
1452,347.0,23788.0,313.0,64.0,3232235911.0,3266588808.0,3389.0,41488.0,721290667.0,4190000075.0,5.0,63341.0
1453,380.0,8110.0,346.0,64.0,1053665586.0,3232235911.0,64884.0,3389.0,1846428822.0,2750046425.0,5.0,1023.0
1454,115.0,63248.0,81.0,64.0,3103937295.0,3232236018.0,443.0,34393.0,1397924446.0,1867837178.0,8.0,501.0
1455,66.0,0.0,32.0,64.0,3232236018.0,1409505850.0,51413.0,61113.0,4261261776.0,2480322413.0,8.0,5840.0
1456,66.0,49659.0,32.0,64.0,3232235911.0,3109781354.0,3389.0,58350.0,2825124012.0,2765616734.0,8.0,64000.0
